Title,Title_URL,Image,likes,comment,collect,share
 百晓参：吴茱萸山茱萸傻傻分不清？！楚王告诉你他如何吃的大亏！ #冷知识  #正能量  @抖音小助手 ,https://www.douyin.com/video/6977633830094081310,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/6a120b4eaf534331a8a7d1a199c48979~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032963200&x-signature=5NDur7ddCbMkKYF2jsDQnkYdyao%3D,69000,332,1552,812
中药小故事：山茱萸#中药 #识百草 #中药典故 #山茱萸,https://www.douyin.com/video/7291972484897803558,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oIMIAeuODeA16MEgQ9nnCjLgkiSToIlyhAEbBl~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032963200&x-signature=IoEPIIi%2FPQGFGEUkYLL6Y0MVfJM%3D,464,13,68,57
山茱萸 #中药材 #中草药 #识百草 #一日一植物 #山茱萸,https://www.douyin.com/video/7358310124722654518,https://p3-pc-sign.douyinpic.com/tos-cn-i-dy/377c92f362fe4efaa3c4bcb53978d83b~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032966800&x-signature=5vLh3hHfp9EpL4zShc7aOEuoWWk%3D,54,5,12,3
